N,cores,method,time_mean,time_std,speed_mean,speed_std
250,5,DDSCAT (GPFA),1888.0,5.196152422706632,1.1140592890947916,0.003061249007968508
250,5,DDSCAT (MKL),1673.0,19.05255888325765,1.1220330198893185,0.012694536924228393
250,5,IFDDA (FFTW),275.724,1.878342886695598,3.2347040255567876,0.02198710929606485
250,10,ADDA (FFTW),186.57056666666665,1.9387020202530805,5.2190248889160715,0.05446807806872567
250,10,ADDA (GPFA),392.1323666666667,1.2626806101834755,6.039837183793556,0.019461596368630863
250,10,DDSCAT (GPFA),1886.6666666666667,5.5075705472860745,1.1148473247376456,0.003255343206136808
250,10,DDSCAT (MKL),1650.0,5.196152422706632,1.137583292487448,0.003588983716629898
250,10,IFDDA (FFTW),223.78166666666667,3.7070533221594495,3.9861159182021524,0.06541471729478941
250,15,ADDA (FFTW),197.15506666666667,0.6776769313864314,4.938517294389347,0.016983956941923766
250,15,ADDA (GPFA),393.5865333333333,0.41865997340720595,6.0174849794608845,0.006398217103843412
250,15,DDSCAT (GPFA),1870.6666666666667,9.451631252505207,1.124395517256608,0.0056944142037514646
250,15,DDSCAT (MKL),1639.6666666666667,1.5275252316519219,1.1447455293790068,0.0010667632851855402
250,15,IFDDA (FFTW),170.881,1.8555171785785274,5.219583803885005,0.05634560174824883
250,25,ADDA (FFTW),119.04713333333332,0.14745074883951234,8.178668408004201,0.010123280198739093
250,25,ADDA (GPFA),237.72303333333335,0.7469666815416426,9.962916907878858,0.03124943212264264
250,25,DDSCAT (GPFA),1868.3333333333333,2.5166114784235796,1.1257819144366876,0.00151601066434553
250,25,DDSCAT (MKL),1631.6666666666667,3.0550504633038997,1.1503601946346196,0.0021526226933654777
250,25,IFDDA (FFTW),166.511,4.567208885085066,5.358865637791737,0.14848573242062207
250,50,ADDA (FFTW),97.53993333333334,0.34108006880105607,9.98210613049047,0.034888477310188896
250,50,ADDA (GPFA),187.77786666666665,0.503005569883016,12.612831608587754,0.033832893754622825
250,50,DDSCAT (GPFA),1852.3333333333333,12.50333288900734,1.1355392524420405,0.0076630475690744266
250,50,DDSCAT (MKL),1617.3333333333333,0.5773502691896093,1.1605524481208747,0.0004142047815770772
250,50,IFDDA (FFTW),121.79,1.5262630834820163,7.323688662092203,0.0924241066666113
250,125,ADDA (FFTW),40.56093333333333,0.03368417036730489,24.004538378019518,0.01992842550186455
250,125,ADDA (GPFA),78.1929,0.06677551946634082,30.28920039737152,0.02585719376029705
250,125,DDSCAT (GPFA),1914.3333333333333,34.789845261704336,1.0989686287565854,0.0197881187780259
250,125,DDSCAT (MKL),1705.0,31.22498999199199,1.1011279451578988,0.020327794934713157
250,125,IFDDA (FFTW),129.18133333333333,17.65669873825041,6.992470088735192,0.9746585500286598
250,250,ADDA (FFTW),23.664466666666666,0.8280440467350366,41.17687750361753,1.418168632759245
250,250,ADDA (GPFA),42.3325,0.25447665904754496,55.94889057745396,0.33683237173915065
