N,NP,FFT,rep,first_residual,last_residual,Cext,Qext,elapsed_time,total_iterations,total_matvec,total_wall_time,solver_time,fft_time
250,1,FFTW,4,0.5608093949511589,9.201960143808263e-05,24.73004976702444,3.5890381587375466,14:22.74,54,107,862.4268,835.5036,803.7731
250,1,GPFA,1,0.5608093949511587,9.206341700646537e-05,24.730049766995503,3.5890381587333477,32:11.02,54,107,1930.6901,1906.3386,1874.8362
250,1,GPFA,2,0.5608093949511587,9.206341700646537e-05,24.730049766995503,3.5890381587333477,33:17.25,54,107,1996.9398,1973.1474,1941.554
250,1,GPFA,3,0.5608093949511587,9.206341700646537e-05,24.730049766995503,3.5890381587333477,32:40.18,54,107,1959.8651,1935.0818,1903.6273
250,1,GPFA,4,0.5608093949511587,9.206341700646537e-05,24.730049766995503,3.5890381587333477,32:22.14,54,107,1941.8268,1918.1503,1886.6789
250,2,FFTW,1,0.56080939500236,9.051097930905297e-05,24.730049767521585,3.589038158809697,9:10.09,54,107,549.7749,532.3546,511.2898
250,2,FFTW,2,0.56080939500236,9.051097930905297e-05,24.730049767521585,3.589038158809697,9:10.17,54,107,549.8383,532.1832,510.9608
250,2,FFTW,3,0.56080939500236,9.050571957377908e-05,24.73004976708766,3.5890381587467215,9:24.43,54,107,564.1206,547.3352,526.2698
250,2,FFTW,4,0.56080939500236,9.051097930905297e-05,24.730049767521585,3.589038158809697,9:06.59,54,107,546.2722,530.1267,508.5664
250,2,GPFA,1,0.5608093950023602,9.049287218871898e-05,24.73004976738723,3.5890381587901974,25:46.13,54,107,1545.7961,1526.2985,1505.787
250,2,GPFA,2,0.5608093950023602,9.049287218871898e-05,24.73004976738723,3.5890381587901974,26:02.54,54,107,1562.2125,1545.5968,1525.2466
250,2,GPFA,3,0.5608093950023602,9.049287218871898e-05,24.73004976738723,3.5890381587901974,25:39.57,54,107,1539.2473,1523.1644,1502.8969
250,2,GPFA,4,0.5608093950023602,9.049287218871898e-05,24.73004976738723,3.5890381587901974,26:01.48,54,107,1561.1661,1545.931,1525.6711
250,5,FFTW,1,0.5608093949860428,9.13360369483818e-05,24.73004976734166,3.5890381587835845,5:14.24,54,107,313.9289,304.1382,288.9072
250,5,FFTW,2,0.5608093949860428,9.088240136388211e-05,24.730049767124196,3.5890381587520235,5:22.74,54,107,322.4281,312.9919,298.0385
250,5,FFTW,3,0.5608093949860428,9.11107353636128e-05,24.730049767352952,3.589038158785223,5:15.08,54,107,314.7713,305.7566,290.9263
250,5,FFTW,4,0.5608093949860428,9.13360369483818e-05,24.73004976734166,3.5890381587835845,5:10.85,54,107,310.5346,302.0204,287.029
250,5,GPFA,1,0.5608093949860428,9.118227738023796e-05,24.73004976677433,3.589038158701249,15:39.54,54,107,939.2011,928.8454,913.6854
250,5,GPFA,2,0.5608093949860428,9.118227738023796e-05,24.73004976677433,3.589038158701249,15:06.11,54,107,905.7908,895.3933,879.9493
250,5,GPFA,3,0.5608093949860428,9.118227738023796e-05,24.73004976677433,3.589038158701249,15:13.98,54,107,913.6594,903.4938,888.2608
250,5,GPFA,4,0.5608093949860428,9.118227738023796e-05,24.73004976677433,3.589038158701249,15:21.68,54,107,921.3696,911.4229,896.387
250,10,FFTW,1,0.5608093950020604,8.991994644823247e-05,24.73004976721549,3.5890381587652738,5:32.54,54,107,332.2093,321.93,306.6168
250,10,FFTW,2,0.5608093950020604,8.995498869359451e-05,24.73004976699773,3.5890381587336706,5:40.49,54,107,340.1631,329.8614,314.6523
250,10,FFTW,3,0.5608093950020604,8.995544609997777e-05,24.730049767083173,3.5890381587460705,5:42.78,54,107,342.4585,331.9156,316.6954
250,10,FFTW,4,0.5608093950020604,8.992169815637559e-05,24.730049767013792,3.5890381587360016,5:43.55,54,107,343.218,332.8494,318.0477
250,10,GPFA,1,0.5608093950020604,8.994582433980435e-05,24.73004976732442,3.5890381587810825,15:08.45,54,107,908.119,897.7264,882.2991
250,10,GPFA,2,0.5608093950020604,8.994582433980435e-05,24.73004976732442,3.5890381587810825,15:04.19,54,107,903.8727,894.096,875.3318
250,10,GPFA,3,0.5608093950020604,8.994582433980435e-05,24.73004976732442,3.5890381587810825,15:06.69,54,107,906.3564,895.9885,879.0652
250,10,GPFA,4,0.5608093950020604,8.994582433980435e-05,24.73004976732442,3.5890381587810825,15:04.58,54,107,904.2207,894.0271,876.786
250,15,FFTW,1,0.5608093950004955,9.034981726186118e-05,24.730049767214314,3.589038158765103,5:51.60,54,107,351.2761,339.9825,323.6615
250,15,FFTW,2,0.5608093950004958,9.035618630286181e-05,24.730049767201272,3.58903815876321,5:48.14,54,107,347.8133,337.0833,320.9693
250,15,FFTW,3,0.5608093950004956,9.033587087026782e-05,24.73004976750369,3.5890381588070994,5:49.90,54,107,349.582,338.4211,321.5894
250,15,FFTW,4,0.5608093950004955,9.037477176241568e-05,24.73004976719089,3.589038158761704,5:52.90,54,107,352.5758,341.86,325.1901
250,15,GPFA,1,0.5608093950004953,9.038237027926895e-05,24.73004976714344,3.589038158754817,17:09.30,54,107,1028.9789,1016.8411,994.1199
250,15,GPFA,2,0.5608093950004953,9.038237027926895e-05,24.73004976714344,3.589038158754817,17:08.74,54,107,1028.4273,1016.1599,991.1076
250,15,GPFA,3,0.5608093950004953,9.038237027926895e-05,24.73004976714344,3.589038158754817,17:12.37,54,107,1032.0527,1019.7544,997.4138
250,15,GPFA,4,0.5608093950004953,9.038237027926895e-05,24.73004976714344,3.589038158754817,17:14.66,54,107,1034.3358,1022.0239,1005.0863
