N,FFT,OMP,rep,first_residual,last_residual,Qext,elapsed_time,elapsed_seconds,num_iterations
250,GPFAFT,5,1,0.5608093949958108,8.61932836703e-05,3.5890381588004328,22:20.63,1340.63,54
250,GPFAFT,5,2,0.5608093949958108,8.61932836703e-05,3.5890381588004328,22:15.05,1335.05,54
250,GPFAFT,5,3,0.5608093949958108,8.61932836703e-05,3.5890381588004328,22:25.42,1345.42,54
250,FFTMKL,10,1,0.5608093949958108,8.62281276026e-05,3.5890381588209035,11:54.69,714.69,54
250,FFTMKL,10,2,0.5608093949958108,8.62281276026e-05,3.5890381588209035,11:55.22,715.22,54
250,FFTMKL,10,3,0.5608093949958108,8.62281276026e-05,3.5890381588209035,11:53.47,713.47,54
250,GPFAFT,10,1,0.5608093949958108,8.61932836703e-05,3.5890381588004328,22:17.58,1337.58,54
250,GPFAFT,10,2,0.5608093949958108,8.61932836703e-05,3.5890381588004328,22:28.91,1348.91,54
250,GPFAFT,10,3,0.5608093949958108,8.61932836703e-05,3.5890381588004328,22:21.95,1341.95,54
250,FFTMKL,15,1,0.5608093949958108,8.62281276026e-05,3.5890381588209035,11:52.68,712.68,54
250,FFTMKL,15,2,0.5608093949958108,8.62281276026e-05,3.5890381588209035,11:50.44,710.44,54
250,FFTMKL,15,3,0.5608093949958108,8.62281276026e-05,3.5890381588209035,11:51.60,711.6,54
250,GPFAFT,15,1,0.5608093949958108,8.61932836703e-05,3.5890381588004328,22:24.36,1344.36,54
250,GPFAFT,15,2,0.5608093949958108,8.61932836703e-05,3.5890381588004328,22:17.93,1337.93,54
250,GPFAFT,15,3,0.5608093949958108,8.61932836703e-05,3.5890381588004328,22:28.57,1348.57,54
250,FFTMKL,22,1,0.5608093949958108,8.62281276026e-05,3.5890381588209035,11:57.17,717.17,54
250,FFTMKL,22,2,0.5608093949958108,8.62281276026e-05,3.5890381588209035,12:04.46,724.46,54
250,FFTMKL,22,3,0.5608093949958108,8.62281276026e-05,3.5890381588209035,11:57.67,717.67,54
250,GPFAFT,22,1,0.5608093949958108,8.61932836703e-05,3.5890381588004328,22:27.46,1347.46,54
250,GPFAFT,22,2,0.5608093949958108,8.61932836703e-05,3.5890381588004328,22:33.15,1353.15,54
250,GPFAFT,22,3,0.5608093949958108,8.61932836703e-05,3.5890381588004328,22:22.25,1342.25,54
