JOBID,N,NP,FFT,rep,first_residual,last_residual,Cext,Qext,elapsed_time,total_iterations,total_matvec,total_wall_time,solver_time,fft_time
1595522,250,25,FFTW,1,0.5608093949951063,8.175597295570845e-05,24730049.767151464,3.5890381587559808,00:01:59,54,108,118.9445,114.7729,107.9693
1595457,250,25,FFTW,2,0.5608093949951063,8.157959018960429e-05,24730049.76715305,3.589038158756212,00:01:59,54,108,118.9808,114.8263,108.0653
1595298,250,25,FFTW,3,0.5608093949951063,8.168604120411003e-05,24730049.76721463,3.589038158765148,00:02:00,54,108,119.2161,115.0859,108.2439
1595395,250,25,GPFA,1,0.5608093949951062,8.156636242677141e-05,24730049.76720257,3.589038158763399,00:03:59,54,108,238.584,234.7994,227.0654
1595331,250,25,GPFA,2,0.5608093949951062,8.156636242677141e-05,24730049.76720257,3.589038158763399,00:03:58,54,108,237.2477,233.4719,225.6317
1595499,250,25,GPFA,3,0.5608093949951062,8.156636242677141e-05,24730049.76720257,3.589038158763399,00:03:58,54,108,237.3374,233.5456,226.4292
1595311,250,50,FFTW,1,0.5608093949964298,8.89172561509373e-05,24730049.76718677,3.5890381587611047,00:01:38,54,108,97.2164,93.8993,89.3514
1595492,250,50,FFTW,2,0.5608093949964298,8.865028882767651e-05,24730049.7671902,3.589038158761602,00:01:38,54,108,97.8962,94.5672,90.0375
1595381,250,50,FFTW,3,0.5608093949964298,8.838745422808764e-05,24730049.767225344,3.589038158766703,00:01:39,54,108,97.5072,94.134,89.3883
1595509,250,50,GPFA,1,0.5608093949964297,8.888079073110275e-05,24730049.767188106,3.5890381587612987,00:03:09,54,108,187.9854,184.9317,180.4548
1595392,250,50,GPFA,2,0.5608093949964297,8.888079073110275e-05,24730049.767188106,3.5890381587612987,00:03:07,54,108,187.2043,184.1501,179.7364
1595443,250,50,GPFA,3,0.5608093949964297,8.888079073110275e-05,24730049.767188106,3.5890381587612987,00:03:09,54,108,188.1439,185.1121,180.4766
1595358,250,125,FFTW,1,0.5608093949957658,8.076712976507475e-05,24730049.767176267,3.5890381587595805,00:00:42,54,108,40.5329,38.7339,36.5232
1595495,250,125,FFTW,2,0.5608093949957657,8.142549364291057e-05,24730049.767173413,3.5890381587591667,00:00:43,54,108,40.5516,38.7517,36.751
1595346,250,125,FFTW,3,0.5608093949957658,8.137710641841322e-05,24730049.76718388,3.589038158760685,00:00:43,54,108,40.5983,38.8002,36.7814
1595373,250,125,GPFA,1,0.5608093949957657,8.381738094812515e-05,24730049.767175928,3.589038158759532,00:01:22,54,108,78.1721,76.5681,74.2861
1595463,250,125,GPFA,2,0.5608093949957657,8.381738094812515e-05,24730049.767175928,3.589038158759532,00:01:19,54,108,78.139,76.4653,74.274
1595364,250,125,GPFA,3,0.5608093949957657,8.381738094812515e-05,24730049.767175928,3.589038158759532,00:01:19,54,108,78.2676,76.6601,74.4447
1595446,250,250,FFTW,1,0.5608093949957597,8.86152335646609e-05,24730049.767182708,3.589038158760516,00:00:24,54,108,23.3727,20.4911,19.5563
1595550,250,250,FFTW,2,0.5608093949957597,8.033719502519395e-05,24730049.76716919,3.5890381587585534,00:00:31,54,108,24.5989,21.7343,20.7376
1595376,250,250,FFTW,3,0.5608093949957597,8.348326642585581e-05,24730049.767173667,3.589038158759203,00:00:25,54,108,23.0218,20.0731,19.0907
1595471,250,250,GPFA,1,0.5608093949957595,8.440892543919897e-05,24730049.767167702,3.589038158758338,00:00:43,54,108,42.5628,40.3003,39.3851
1595371,250,250,GPFA,2,0.5608093949957595,8.440892543919897e-05,24730049.767167702,3.589038158758338,00:00:43,54,108,42.0593,39.85,38.9661
1595478,250,250,GPFA,3,0.5608093949957595,8.440892543919897e-05,24730049.767167702,3.589038158758338,00:00:44,54,108,42.3754,39.7648,38.8398
