JOBID,N,FFT,OMP,rep,first_residual,last_residual,Qext,elapsed_time,elapsed_seconds,num_iterations
1595497,150,FFTMKL,150,2,0.560813630488733,8.50114644079e-05,3.589012835298543,00:06:01,361.0,54
1595496,150,FFTMKL,150,3,0.560813630488733,8.50114644079e-05,3.589012835298543,00:06:07,367.0,54
1595431,150,GPFAFT,150,1,0.5608136304887325,8.52000774872e-05,3.5890128352944126,00:07:08,428.0,54
1595379,150,GPFAFT,150,2,0.5608136304887325,8.52000774872e-05,3.5890128352944126,00:07:10,430.0,54
1595540,150,GPFAFT,150,3,0.5608136304887325,8.52000774872e-05,3.5890128352944126,00:07:13,433.0,54
1595474,250,FFTMKL,1,1,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:31:22,1882.0,54
1595425,250,FFTMKL,1,2,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:31:15,1875.0,54
1595307,250,FFTMKL,1,3,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:31:14,1874.0,54
1595388,250,GPFAFT,1,1,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:35:02,2102.0,54
1595301,250,GPFAFT,1,2,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:35:05,2105.0,54
1595403,250,GPFAFT,1,3,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:35:03,2103.0,54
1595480,250,FFTMKL,2,1,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:28:55,1735.0,54
1595312,250,FFTMKL,2,2,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:28:53,1733.0,54
1595317,250,FFTMKL,2,3,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:28:54,1734.0,54
1595414,250,GPFAFT,2,1,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:32:48,1968.0,54
1595505,250,GPFAFT,2,2,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:32:47,1967.0,54
1595341,250,GPFAFT,2,3,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:32:38,1958.0,54
1595314,250,FFTMKL,5,1,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:27:42,1662.0,54
1595398,250,FFTMKL,5,2,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:28:15,1695.0,54
1595453,250,FFTMKL,5,3,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:27:42,1662.0,54
1595518,250,GPFAFT,5,1,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:31:34,1894.0,54
1595299,250,GPFAFT,5,2,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:31:25,1885.0,54
1595304,250,GPFAFT,5,3,0.5608093949957411,8.39697836076e-05,3.589038158762821,00:31:25,1885.0,54
1595532,250,FFTMKL,10,1,0.5608093949957415,8.39800211209e-05,3.5890381587601654,00:27:33,1653.0,54
