JOBID,N,OMP,EXE,rep,first_residual,last_residual,Cext,elapsed_time,num_iterations,num_matvec,total_time,solver_time
1556279,150,15,ifdda,2,0.56081363048870403,8.4314603901305217E-005,2.4729875277370074E-011,NA,54,110,47.353999999999999     ,30.573000000000000     
1556282,150,50,ifdda,3,0.56081363048852606,9.0180093548091766E-005,2.4729875277382282E-011,NA,54,110,41.113999999999997     ,15.988000000000000     
1556284,150,5,ifdda,1,0.56081363049094102,8.6772469345196417E-005,2.4729875277361011E-011,NA,54,110,64.152000000000001     ,51.970999999999997     
1556295,250,50,ifdda,3,0.56080939499677351,7.9231115877923658E-005,2.4730049767178056E-011,NA,54,110,114.76400000000000     ,76.266000000000005     
1556290,150,75,ifdda,3,0.56081363048874988,8.8695690784595639E-005,2.4729875277377060E-011,NA,54,110,35.658000000000001     ,12.941000000000001     
1556288,150,2,ifdda,2,0.56081363048872634,8.6467533630307176E-005,2.4729875277403869E-011,NA,54,110,110.75400000000000     ,90.013000000000005     
1556297,150,150,ifdda,2,0.56081363048858013,9.3503596848072405E-005,2.4729875277380268E-011,NA,54,110,41.348999999999997     ,13.721000000000000     
1556286,250,5,ifdda,3,0.56080939498227700,8.4331778005133749E-005,2.4730049767150833E-011,NA,54,110,275.55500000000001     ,234.26400000000001     
1556296,250,25,ifdda,3,0.56080939499797000,8.3150068787203298E-005,2.4730049767189352E-011,NA,54,110,154.82300000000001     ,114.47499999999999     
1556281,250,10,ifdda,3,0.56080939499823934,8.1495929797945239E-005,2.4730049767050402E-011,NA,54,110,207.02400000000000     ,172.71700000000001     
1556303,150,25,ifdda,2,0.56081363048822641,8.5872806864100700E-005,2.4729875277387558E-011,NA,54,110,42.116000000000000     ,25.847000000000001     
1556292,150,5,ifdda,3,0.56081363049094102,8.6544756306534154E-005,2.4729875277380595E-011,NA,54,110,63.375000000000000     ,50.927000000000000     
1556306,150,10,ifdda,3,0.56081363048981392,8.1555934423256966E-005,2.4729875277386889E-011,NA,54,110,54.204999999999998     ,38.637999999999998     
1556289,250,15,ifdda,3,0.56080939499846283,8.1989280806961550E-005,2.4730049766936778E-011,NA,54,110,171.77099999999999     ,137.14400000000001     
1556311,150,75,ifdda,2,0.56081363048874999,8.1633422319970711E-005,2.4729875277379024E-011,NA,54,110,35.228000000000002     ,13.631000000000000     
1556293,150,50,ifdda,1,0.56081363048852584,9.1486448742564413E-005,2.4729875277383374E-011,NA,54,110,39.692999999999998     ,15.994999999999999     
1556294,150,150,ifdda,1,0.56081363048858013,9.1948488810196050E-005,2.4729875277381470E-011,NA,54,110,39.978999999999999     ,13.496000000000000     
1556313,150,15,ifdda,3,0.56081363048870392,8.4179491227520420E-005,2.4729875277365353E-011,NA,54,110,45.426000000000002     ,29.980000000000000     
1556285,250,5,ifdda,1,0.56080939498227689,8.4343527093665632E-005,2.4730049767153580E-011,NA,54,110,275.43200000000002     ,234.13300000000001     
1556307,150,1,ifdda,3,0.56081363047393618,8.4869849888132056E-005,2.4729875277413705E-011,NA,54,110,187.67400000000001     ,164.17500000000001     
1556300,150,2,ifdda,3,0.56081363048872623,8.6453461244164018E-005,2.4729875277345656E-011,NA,54,110,108.10100000000000     ,87.200999999999993     
1556312,250,15,ifdda,2,0.56080939499846283,8.1675743417189347E-005,2.4730049766949418E-011,NA,54,110,171.06800000000001     ,136.29599999999999     
1556302,150,15,ifdda,1,0.56081363048870392,8.4329599320975631E-005,2.4729875277382029E-011,NA,54,110,47.957000000000001     ,30.864999999999998     
1556305,150,25,ifdda,1,0.56081363048822641,8.5838953319050424E-005,2.4729875277382534E-011,NA,54,110,45.933000000000000     ,25.440000000000001     
1556301,250,10,ifdda,1,0.56080939499823934,8.1464558503322601E-005,2.4730049766870028E-011,NA,54,110,208.70099999999999     ,174.19700000000000     
1556299,250,5,ifdda,2,0.56080939498227700,8.4284719608733477E-005,2.4730049767088061E-011,NA,54,110,277.21300000000002     ,235.40899999999999     
1556310,250,125,ifdda,1,0.56080939499538707,8.6072033631320451E-005,2.4730049767186890E-011,NA,54,110,95.638999999999996     ,52.622000000000000     
1556308,150,1,ifdda,2,0.56081363047393606,8.5184226728345398E-005,2.4729875277394974E-011,NA,54,110,188.36300000000000     ,164.74799999999999     
1556291,250,2,ifdda,3,0.56080939497273985,8.4427872678430994E-005,2.4730049767752307E-011,NA,54,110,501.26900000000001     ,425.77499999999998     
1556314,250,125,ifdda,2,0.56080939499538718,8.5778722477181926E-005,2.4730049767177293E-011,NA,54,110,97.313999999999993     ,52.896000000000001     
1556270,250,1,ifdda,3,0.56080939496951732,8.1944913712366605E-005,2.4730049766498307E-011,NA,54,110,902.91999999999996     ,809.36300000000006     
1556298,250,2,ifdda,2,0.56080939497273996,8.4431282093935320E-005,2.4730049767224184E-011,NA,54,110,487.29899999999998     ,412.30599999999998     
1556316,250,125,ifdda,3,0.56080939499538729,8.6147351114174329E-005,2.4730049767178092E-011,NA,54,110,99.242999999999995     ,53.234000000000002     
1556315,250,25,ifdda,1,0.56080939499797011,8.2982255729775571E-005,2.4730049767242017E-011,NA,54,110,156.29100000000000     ,115.45999999999999     
1556278,250,1,ifdda,2,0.56080939496951721,8.1952293020598404E-005,2.4730049766643090E-011,NA,54,110,871.88900000000001     ,778.66700000000003     
1556309,250,2,ifdda,1,0.56080939497274007,8.4461787789926490E-005,2.4730049767072946E-011,NA,54,110,500.67000000000002     ,425.34899999999999     
1556304,250,1,ifdda,1,0.56080939496951721,8.1950139670785503E-005,2.4730049767147715E-011,NA,54,110,875.29499999999996     ,782.65999999999997     
