JOBID,N,NP,FFT,rep,first_residual,last_residual,Cext,Qext,elapsed_time,total_iterations,total_matvec,total_wall_time,solver_time,fft_time
1555666,250,1,GPFA,2,5.60809395002264677E-01,8.40837571610619718E-05,24.730049767150231,3.5890381587558027,NA,54,108,2373.1186,2341.0295,2318.7162
1555733,250,5,GPFA,3,5.60809395002057176E-01,8.39396572319922558E-05,24.730049767259292,3.5890381587716305,NA,54,108,713.6811,705.0257,691.7685
1555742,250,15,FFTW,1,5.60809394996412802E-01,8.21234815243652755E-05,24.730049767155791,3.5890381587566096,NA,54,108,196.9376,190.0352,177.4587
1555710,250,2,GPFA,3,5.60809394998155630E-01,8.46532476177446722E-05,24.730049767108063,3.5890381587496827,NA,54,108,1240.5157,1223.6932,1212.4262
1555703,250,50,GPFA,3,5.60809394995799515E-01,8.91762299484933940E-05,24.730049767148525,3.5890381587555549,NA,54,108,187.4085,184.4031,179.9171
1555667,250,2,GPFA,1,5.60809394998155630E-01,8.46532476177446722E-05,24.730049767108063,3.5890381587496827,NA,54,108,1252.6712,1235.7593,1224.3994
1555720,150,50,FFTW,1,5.60813630488767756E-01,8.40186080892545221E-05,24.729875277381552,3.5890128352953163,NA,54,108,18.6341,16.9502,15.9477
1555754,250,25,GPFA,1,5.60809394995075761E-01,7.88219894624834062E-05,24.730049767258951,3.5890381587715807,NA,54,108,237.5183,233.7343,225.8362
1555725,150,50,FFTW,3,5.60813630488767756E-01,8.43910708847150752E-05,24.729875277382416,3.5890128352954416,NA,54,108,18.5867,16.7841,15.8136
1555755,250,25,FFTW,1,5.60809394995075983E-01,7.86319735153097880E-05,24.730049767128264,3.5890381587526146,NA,54,108,119.2483,115.0376,108.6530
1555724,150,2,GPFA,2,5.60813630491031057E-01,8.62235976603688720E-05,24.729875277385759,3.589012835295927,NA,54,108,199.7622,195.9798,193.3650
1555729,250,10,FFTW,3,5.60809394997496602E-01,8.11132725156198732E-05,24.730049767081795,3.5890381587458706,NA,54,108,186.0209,179.5564,170.5498
1555761,150,5,GPFA,2,5.60813630487592474E-01,8.38695786816468240E-05,24.729875277386746,3.58901283529607,NA,54,108,102.8603,100.8763,98.0851
1555766,150,75,FFTW,1,5.60813630488640191E-01,8.36383492585941740E-05,24.729875277381531,3.5890128352953132,NA,54,108,13.2820,11.8297,11.2020
1555744,250,250,GPFA,1,5.60809394995801069E-01,8.63936578804260234E-05,24.730049767170886,3.5890381587588003,NA,54,108,41.7442,39.4253,38.4468
1555757,250,2,FFTW,2,5.60809394998155630E-01,8.46682024723898705E-05,24.730049767500564,3.589038158806646,NA,54,108,510.2901,488.7278,477.6849
1555751,150,75,FFTW,3,5.60813630488640191E-01,8.26920335492965742E-05,24.729875277380579,3.5890128352951751,NA,54,108,13.3496,11.8917,11.1262
1555776,150,15,FFTW,1,5.60813630488829373E-01,8.67507905183122359E-05,24.729875277378923,3.5890128352949349,NA,54,108,33.0318,30.8069,28.5950
1555763,150,75,GPFA,3,5.60813630488640302E-01,8.39991720120089456E-05,24.729875277381467,3.5890128352953039,NA,54,108,21.4509,20.6353,19.9631
1555767,150,50,GPFA,3,5.60813630488767867E-01,8.40843026638914706E-05,24.729875277382877,3.5890128352955086,NA,54,108,30.6325,29.7438,28.7634
1555764,150,10,FFTW,3,5.60813630489190418E-01,8.61024259801618805E-05,24.729875277378031,3.5890128352948052,NA,54,108,35.6766,33.2613,31.2287
1555770,250,125,GPFA,3,5.60809394995799404E-01,8.52360362209573401E-05,24.730049767165941,3.5890381587580826,NA,54,108,78.1575,76.6023,74.3121
1555738,150,1,GPFA,1,5.60813630489956250E-01,8.64244118052136386E-05,24.729875277398342,3.5890128352977531,NA,54,108,373.6637,367.0103,362.0810
1555765,250,2,FFTW,1,5.60809394998155741E-01,8.46755863958539509E-05,24.730049767050957,3.5890381587413951,NA,54,108,515.5714,494.2851,482.1987
1555785,150,5,FFTW,1,5.60813630487592363E-01,8.36170934650664656E-05,24.729875277389919,3.5890128352965305,NA,54,108,55.3466,52.1085,49.2545
1555781,250,25,GPFA,3,5.60809394995075761E-01,7.88219894624834062E-05,24.730049767258951,3.5890381587715807,NA,54,108,237.6144,233.8262,226.0958
1555771,250,2,FFTW,3,5.60809394998155630E-01,8.46893416513004734E-05,24.730049767154828,3.5890381587564697,NA,54,108,514.2166,493.0524,481.9903
1555772,250,15,GPFA,3,5.60809394996412358E-01,8.20851643104327297E-05,24.730049766981782,3.589038158731356,NA,54,108,390.5285,384.0690,372.2003
1555783,150,1,GPFA,2,5.60813630489956250E-01,8.64244118052136386E-05,24.729875277398342,3.5890128352977531,NA,54,108,368.0335,361.5103,356.5030
1555777,250,5,GPFA,2,5.60809395002057176E-01,8.39396572319922558E-05,24.730049767259292,3.5890381587716305,NA,54,108,709.9487,701.3904,687.8620
1555719,250,1,GPFA,1,5.60809395002264677E-01,8.40837571610619718E-05,24.730049767150231,3.5890381587558027,NA,54,108,2357.7774,2325.7684,2303.4557
1555756,250,1,GPFA,3,5.60809395002264677E-01,8.40837571610619718E-05,24.730049767150231,3.5890381587558027,NA,54,108,2423.3470,2391.5936,2369.0455
