JOBID,N,partition,exe,OMP,rep,first_residual,last_residual,Cext,elapsed_time,num_iterations,num_matvec,total_time,solver_time
1552014,150,gpu_all,cdm1_0_21_gpu,2,1,0.560813630488687,8.262645545189617e-05,2.4729875277381613e-11,0:13.09,54,110,11.862,3.09
1552030,150,gpu_all,cdm1_0_21_gpu,2,2,0.560813630488687,8.262645545189617e-05,2.4729875277381613e-11,0:13.09,54,110,11.876,3.087
1552046,150,gpu_all,cdm1_0_21_gpu,2,3,0.560813630488687,8.262645545189617e-05,2.4729875277381613e-11,0:13.09,54,110,11.916,3.076
1552013,150,gpu_h200,cdm1_0_21_gpu,2,1,0.560813630488687,8.262645545189617e-05,2.4729875277381613e-11,0:13.69,54,110,9.566,2.489
1552029,150,gpu_h200,cdm1_0_21_gpu,2,2,0.560813630488687,8.262645545189617e-05,2.4729875277381613e-11,0:13.50,54,110,9.420000000000002,2.412
1552045,150,gpu_h200,cdm1_0_21_gpu,2,3,0.560813630488687,8.262645545189617e-05,2.4729875277381613e-11,0:13.53,54,110,9.419,2.397
1552018,150,gpu_all,cdm1_0_21_gpu_sp,2,1,0.5610749721527098,9.02427564142272e-05,2.4689864071002683e-11,0:12.25,53,108,11.023,2.259
1552034,150,gpu_all,cdm1_0_21_gpu_sp,2,2,0.5610749721527098,9.02427564142272e-05,2.4689864071002683e-11,0:12.30,53,108,11.052,2.274
1552050,150,gpu_all,cdm1_0_21_gpu_sp,2,3,0.5610749721527098,9.02427564142272e-05,2.4689864071002683e-11,0:12.27,53,108,11.029,2.281
1552017,150,gpu_h200,cdm1_0_21_gpu_sp,2,1,0.5610749125480651,9.358149691252037e-05,2.4689873819723087e-11,0:13.71,53,108,9.596,2.575
1552033,150,gpu_h200,cdm1_0_21_gpu_sp,2,2,0.5610749125480651,9.358149691252037e-05,2.4689873819723087e-11,0:13.57,53,108,9.409,2.419
1552049,150,gpu_h200,cdm1_0_21_gpu_sp,2,3,0.5610749125480651,9.358149691252037e-05,2.4689873819723087e-11,0:13.57,53,108,9.438,2.42
1552016,150,gpu_all,cdm1_0_21_gpu,10,1,0.560813630488687,8.262645545189617e-05,2.472987527738022e-11,0:06.74,54,110,5.444,3.13
1552032,150,gpu_all,cdm1_0_21_gpu,10,2,0.560813630488687,8.262645545189617e-05,2.4729875277380223e-11,0:06.63,54,110,5.394,3.089
